country,year,sex,age,suicides_no,population,taux_suicide_100k,decennie
Italy,2001,Homme,15-24 ans,216,3335758,6.475289874145546,2000-2009
Italy,2001,Homme,25-34 ans,457,4489621,10.179032929505631,2000-2009
Italy,2001,Homme,35-54 ans,890,8038314,11.071973550672443,2000-2009
Italy,2001,Homme,5-14 ans,11,2820719,0.3899714930838556,2000-2009
Italy,2001,Homme,55-74 ans,916,5867231,15.612134582735878,2000-2009
Italy,2001,Homme,75+ ans,560,1675192,33.42900395894918,2000-2009
Italy,2002,Femme,15-24 ans,47,3067858,1.5320135416958671,2000-2009
Italy,2002,Femme,25-34 ans,92,4321886,2.1287002942696778,2000-2009
Italy,2002,Femme,35-54 ans,277,8243211,3.3603410127436995,2000-2009
Italy,2002,Femme,5-14 ans,5,2673289,0.18703552066387136,2000-2009
Italy,2002,Femme,55-74 ans,323,6785890,4.759876744244307,2000-2009
Italy,2002,Femme,75+ ans,180,3107879,5.791731273965299,2000-2009
Italy,2002,Homme,15-24 ans,208,3197550,6.504980375600069,2000-2009
Italy,2002,Homme,25-34 ans,475,4396666,10.803640758702162,2000-2009
Italy,2002,Homme,35-54 ans,949,8173149,11.61119172059631,2000-2009
Italy,2002,Homme,5-14 ans,6,2823980,0.21246609395250673,2000-2009
Italy,2002,Homme,55-74 ans,945,5974353,15.817612384135987,2000-2009
Italy,2002,Homme,75+ ans,562,1761131,31.9113115378697,2000-2009
Italy,2003,Femme,15-24 ans,39,3009624,1.2958429358617556,2000-2009
Italy,2003,Femme,25-34 ans,108,4280768,2.5229117765784084,2000-2009
Italy,2003,Femme,35-54 ans,306,8361833,3.659484708675717,2000-2009
Italy,2003,Femme,5-14 ans,4,2674128,0.14958147104401884,2000-2009
Italy,2003,Femme,55-74 ans,340,6855153,4.959772597343925,2000-2009
Italy,2003,Femme,75+ ans,200,3206881,6.236589383890453,2000-2009
Italy,2003,Homme,15-24 ans,194,3148851,6.160977448599506,2000-2009
Italy,2003,Homme,25-34 ans,411,4369896,9.405258157173535,2000-2009
Italy,2003,Homme,35-54 ans,951,8301977,11.455102802621592,2000-2009
Italy,2003,Homme,5-14 ans,6,2828021,0.21216249808611748,2000-2009
Italy,2003,Homme,55-74 ans,904,6071347,14.88961181101986,2000-2009
Italy,2003,Homme,75+ ans,612,1829091,33.459242869818944,2000-2009
Italy,2004,Femme,15-24 ans,48,2949057,1.6276389367855555,2000-2009
Italy,2004,Femme,25-34 ans,107,4225557,2.5322105464439364,2000-2009
Italy,2004,Femme,35-54 ans,285,8455011,3.3707821314484394,2000-2009
Italy,2004,Femme,5-14 ans,4,2655835,0.15061176616770244,2000-2009
Italy,2004,Femme,55-74 ans,303,6894582,4.394755186028681,2000-2009
Italy,2004,Femme,75+ ans,193,3248044,5.94203773101596,2000-2009
Italy,2004,Homme,15-24 ans,162,3085546,5.25028633506031,2000-2009
Italy,2004,Homme,25-34 ans,443,4291800,10.322009413299781,2000-2009
Italy,2004,Homme,35-54 ans,937,8349945,11.221630801160964,2000-2009
Italy,2004,Homme,5-14 ans,3,2805792,0.10692168200636398,2000-2009
Italy,2004,Homme,55-74 ans,907,6151811,14.743625901380911,2000-2009
Italy,2004,Homme,75+ ans,594,1875176,31.677026583104734,2000-2009
Italy,2005,Femme,15-24 ans,41,2915662,1.4061986608873045,2000-2009
Italy,2005,Femme,25-34 ans,105,4143699,2.533967838880189,2000-2009
Italy,2005,Femme,35-54 ans,265,8562377,3.0949349695767894,2000-2009
Italy,2005,Femme,5-14 ans,2,2656241,0.07529437276211005,2000-2009
Italy,2005,Femme,55-74 ans,336,6930686,4.8480049449650435,2000-2009
Italy,2005,Femme,75+ ans,190,3344358,5.68120996615793,2000-2009
Italy,2005,Homme,15-24 ans,170,3051710,5.57064727644501,2000-2009
Italy,2005,Homme,25-34 ans,343,4212476,8.142479624809733,2000-2009
Italy,2005,Homme,35-54 ans,899,8462486,10.623355831844211,2000-2009
Italy,2005,Homme,5-14 ans,8,2809032,0.284795616425872,2000-2009
Italy,2005,Homme,55-74 ans,871,6210417,14.024823131844448,2000-2009
Italy,2005,Homme,75+ ans,512,1945546,26.316519886962322,2000-2009
Italy,2006,Femme,15-24 ans,41,2959122,1.385546118071509,2000-2009
Italy,2006,Femme,25-34 ans,86,4103825,2.0956059286153774,2000-2009
Italy,2006,Femme,35-54 ans,298,8755013,3.4037642205671195,2000-2009
Italy,2006,Femme,5-14 ans,0,2692378,0,2000-2009
Italy,2006,Femme,55-74 ans,274,6982799,3.9239279263229547,2000-2009
Italy,2006,Femme,75+ ans,160,3483117,4.593586721318865,2000-2009
Italy,2006,Homme,15-24 ans,145,3102361,4.673859682996273,2000-2009
Italy,2006,Homme,25-34 ans,344,4203703,8.183261281779421,2000-2009
Italy,2006,Homme,35-54 ans,885,8738642,10.127431699341843,2000-2009
Italy,2006,Homme,5-14 ans,4,2849710,0.14036515996364543,2000-2009
Italy,2006,Homme,55-74 ans,868,6276820,13.828658460812958,2000-2009
Italy,2006,Homme,75+ ans,595,2033182,29.26447312636055,2000-2009
Italy,2007,Femme,15-24 ans,36,2960065,1.2161895093519905,2000-2009
Italy,2007,Femme,25-34 ans,84,4028413,2.0851883855999866,2000-2009
Italy,2007,Femme,35-54 ans,295,8909678,3.3110063012378226,2000-2009
Italy,2007,Femme,5-14 ans,4,2697631,0.1482782485818112,2000-2009
Italy,2007,Femme,55-74 ans,274,7020728,3.9027291756638345,2000-2009
Italy,2007,Femme,75+ ans,171,3568393,4.79207307042694,2000-2009
Italy,2007,Homme,15-24 ans,170,3105574,5.474028311674428,2000-2009
Italy,2007,Homme,25-34 ans,354,4114889,8.602905205948447,2000-2009
Italy,2007,Homme,35-54 ans,883,8888038,9.934700999253154,2000-2009
Italy,2007,Homme,5-14 ans,5,2855123,0.17512380377307737,2000-2009
Italy,2007,Homme,55-74 ans,885,6332745,13.97498241283993,2000-2009
Italy,2007,Homme,75+ ans,596,2102301,28.349889002573846,2000-2009
Italy,2008,Femme,15-24 ans,36,2969403,1.2123649097141749,2000-2009
Italy,2008,Femme,25-34 ans,97,3960976,2.4488913843456763,2000-2009
Italy,2008,Femme,35-54 ans,295,9072205,3.251690189981377,2000-2009
Italy,2008,Femme,5-14 ans,3,2708656,0.1107560354655593,2000-2009
Italy,2008,Femme,55-74 ans,313,7058147,4.434591685324775,2000-2009
Italy,2008,Femme,75+ ans,163,3640837,4.4769925157319594,2000-2009
Italy,2008,Homme,15-24 ans,161,3118926,5.162033340964165,2000-2009
Italy,2008,Homme,25-34 ans,362,4036299,8.968612087459329,2000-2009
Italy,2008,Homme,35-54 ans,986,9030331,10.918758127470632,2000-2009
Italy,2008,Homme,5-14 ans,2,2866857,0.06976280993436365,2000-2009
Italy,2008,Homme,55-74 ans,917,6381620,14.369392097931247,2000-2009
Italy,2008,Homme,75+ ans,569,2165568,26.274861837633356,2000-2009
Italy,2009,Femme,15-24 ans,42,2969603,1.4143304677426578,2000-2009
Italy,2009,Femme,25-34 ans,70,3872976,1.8073956564667586,2000-2009
Italy,2009,Femme,35-54 ans,329,9209165,3.572528019641303,2000-2009
Italy,2009,Femme,5-14 ans,2,2725983,0.07336802907428255,2000-2009
Italy,2009,Femme,55-74 ans,289,7103819,4.068234283559308,2000-2009
Italy,2009,Femme,75+ ans,149,3710834,4.015269882727171,2000-2009
Italy,2009,Homme,15-24 ans,144,3121458,4.613228818071555,2000-2009
Italy,2009,Homme,25-34 ans,332,3939821,8.426778780051176,2000-2009
Italy,2009,Homme,35-54 ans,1058,9147783,11.565643828674117,2000-2009
Italy,2009,Homme,5-14 ans,6,2886464,0.2078667878761003,2000-2009
Italy,2009,Homme,55-74 ans,938,6434262,14.578206482732597,2000-2009
Italy,2009,Homme,75+ ans,615,2229662,27.58265602589092,2000-2009
Italy,2010,Femme,15-24 ans,31,2961065,1.0469206180884243,2010-2015
Italy,2010,Femme,25-34 ans,82,3781490,2.168457407000944,2010-2015
Italy,2010,Femme,35-54 ans,292,9323044,3.1320242616038283,2010-2015
Italy,2010,Femme,5-14 ans,1,2743696,0.03644718656877438,2010-2015
Italy,2010,Femme,55-74 ans,294,7158216,4.1071686017856965,2010-2015
Italy,2010,Femme,75+ ans,161,3782232,4.256745752243649,2010-2015
Italy,2010,Homme,15-24 ans,144,3116429,4.620673212834305,2010-2015
Italy,2010,Homme,25-34 ans,341,3839282,8.881869057808204,2010-2015
Italy,2010,Homme,35-54 ans,1098,9238959,11.884455813690698,2010-2015
Italy,2010,Homme,5-14 ans,10,2906335,0.3440759582085341,2010-2015
Italy,2010,Homme,55-74 ans,944,6491779,14.54146852503759,2010-2015
Italy,2010,Homme,75+ ans,591,2295316,25.748088716324897,2010-2015
Italy,2011,Femme,15-24 ans,43,2887985,1.4889274009387168,2010-2015
Italy,2011,Femme,25-34 ans,59,3576333,1.6497345185697194,2010-2015
Italy,2011,Femme,35-54 ans,303,9218793,3.2867643302111245,2010-2015
Italy,2011,Femme,5-14 ans,2,2705018,0.07393666141962826,2010-2015
Italy,2011,Femme,55-74 ans,294,7136949,4.119407326576105,2010-2015
Italy,2011,Femme,75+ ans,162,3786565,4.278283879980933,2010-2015
Italy,2011,Homme,15-24 ans,169,3033825,5.570525656555668,2010-2015
Italy,2011,Homme,25-34 ans,316,3578660,8.830120771461944,2010-2015
Italy,2011,Homme,35-54 ans,1137,9024678,12.598787458123159,2010-2015
Italy,2011,Homme,5-14 ans,4,2864380,0.13964627598293522,2010-2015
Italy,2011,Homme,55-74 ans,1000,6475532,15.442746634562225,2010-2015
Italy,2011,Homme,75+ ans,664,2321431,28.603046999889294,2010-2015
Italy,2012,Femme,15-24 ans,44,2883565,1.5258889603667682,2010-2015
Italy,2012,Femme,25-34 ans,68,3504130,1.9405672734744432,2010-2015
Italy,2012,Femme,35-54 ans,325,9251393,3.5129844770403764,2010-2015
Italy,2012,Femme,5-14 ans,4,2718455,0.1471424025779349,2010-2015
Italy,2012,Femme,55-74 ans,317,7188550,4.409790569725466,2010-2015
Italy,2012,Femme,75+ ans,175,3849653,4.545864263610253,2010-2015
Italy,2012,Homme,15-24 ans,179,3031610,5.904453409244593,2010-2015
Italy,2012,Homme,25-34 ans,329,3519920,9.346803336439464,2010-2015
Italy,2012,Homme,35-54 ans,1215,9068194,13.398478241643264,2010-2015
Italy,2012,Homme,5-14 ans,4,2873682,0.13919424626663632,2010-2015
Italy,2012,Homme,55-74 ans,993,6523579,15.221705753850763,2010-2015
Italy,2012,Homme,75+ ans,604,2382354,25.353075151719686,2010-2015
Italy,2013,Femme,15-24 ans,49,2892351,1.6941235693731502,2010-2015
Italy,2013,Femme,25-34 ans,66,3469280,1.902412027855924,2010-2015
Italy,2013,Femme,35-54 ans,335,9372465,3.5742998240057444,2010-2015
Italy,2013,Femme,5-14 ans,4,2752044,0.14534651335516438,2010-2015
Italy,2013,Femme,55-74 ans,333,7290449,4.567619909281308,2010-2015
Italy,2013,Femme,75+ ans,181,3943123,4.590270199534735,2010-2015
Italy,2013,Homme,15-24 ans,147,3051918,4.816643173243842,2010-2015
Italy,2013,Homme,25-34 ans,342,3500820,9.769139801532212,2010-2015
Italy,2013,Homme,35-54 ans,1162,9207071,12.62073465057454,2010-2015
Italy,2013,Homme,5-14 ans,7,2915569,0.2400903562906589,2010-2015
Italy,2013,Homme,55-74 ans,1039,6636981,15.654708066815319,2010-2015
Italy,2013,Homme,75+ ans,625,2471260,25.29074237433536,2010-2015
Italy,2014,Femme,15-24 ans,46,2894944,1.5889771961046568,2010-2015
Italy,2014,Femme,25-34 ans,75,3445649,2.176658156416977,2010-2015
Italy,2014,Femme,35-54 ans,371,9446533,3.92736679160492,2010-2015
Italy,2014,Femme,5-14 ans,7,2778922,0.2518962389012718,2010-2015
Italy,2014,Femme,55-74 ans,275,7381373,3.7255941408190587,2010-2015
Italy,2014,Femme,75+ ans,158,4042740,3.9082404507833792,2010-2015
Italy,2014,Homme,15-24 ans,170,3066963,5.542942643911909,2010-2015
Italy,2014,Homme,25-34 ans,300,3494152,8.585774173533379,2010-2015
Italy,2014,Homme,35-54 ans,1123,9296191,12.080216510181428,2010-2015
Italy,2014,Homme,5-14 ans,5,2948232,0.16959316634511803,2010-2015
Italy,2014,Homme,55-74 ans,947,6738488,14.053597780392277,2010-2015
Italy,2014,Homme,75+ ans,670,2566489,26.105703161011018,2010-2015
Italy,2015,Femme,15-24 ans,34,2874645,1.182754740150523,2010-2015
Italy,2015,Femme,25-34 ans,64,3394610,1.8853417623821296,2010-2015
Italy,2015,Femme,35-54 ans,320,9386928,3.4089959995431944,2010-2015
Italy,2015,Femme,5-14 ans,6,2775414,0.2161839639059254,2010-2015
Italy,2015,Femme,55-74 ans,303,7434895,4.075376989184111,2010-2015
Italy,2015,Femme,75+ ans,156,4115435,3.7906077972316417,2010-2015
Italy,2015,Homme,15-24 ans,161,3057509,5.265724483558348,2010-2015
Italy,2015,Homme,25-34 ans,271,3451808,7.850958106592255,2010-2015
Italy,2015,Homme,35-54 ans,1063,9239883,11.504474677872002,2010-2015
Italy,2015,Homme,5-14 ans,7,2944182,0.23775704083511143,2010-2015
Italy,2015,Homme,55-74 ans,934,6795801,13.743780902354262,2010-2015
Italy,2015,Homme,75+ ans,669,2646587,25.277838967696887,2010-2015
Jamaica,1980,Femme,15-24 ans,0,226288,0,1980-1989
Jamaica,1980,Femme,25-34 ans,0,136689,0,1980-1989
Jamaica,1980,Femme,35-54 ans,0,167829,0,1980-1989
Jamaica,1980,Femme,5-14 ans,0,281760,0,1980-1989
Jamaica,1980,Femme,55-74 ans,0,109619,0,1980-1989
Jamaica,1980,Femme,75+ ans,0,31529,0,1980-1989
Jamaica,1980,Homme,15-24 ans,0,222446,0,1980-1989
Jamaica,1980,Homme,25-34 ans,0,128921,0,1980-1989
Jamaica,1980,Homme,35-54 ans,0,156418,0,1980-1989
Jamaica,1980,Homme,5-14 ans,0,291892,0,1980-1989
Jamaica,1980,Homme,55-74 ans,0,101529,0,1980-1989
Jamaica,1980,Homme,75+ ans,0,22619,0,1980-1989
Jamaica,1981,Femme,15-24 ans,0,232594,0,1980-1989
Jamaica,1981,Femme,25-34 ans,0,141529,0,1980-1989
Jamaica,1981,Femme,35-54 ans,1,170110,0.5878549174063842,1980-1989
Jamaica,1981,Femme,5-14 ans,0,281959,0,1980-1989
Jamaica,1981,Femme,55-74 ans,0,110701,0,1980-1989
Jamaica,1981,Femme,75+ ans,0,32809,0,1980-1989
Jamaica,1981,Homme,15-24 ans,0,230177,0,1980-1989
Jamaica,1981,Homme,25-34 ans,0,134259,0,1980-1989
Jamaica,1981,Homme,35-54 ans,1,159307,0.6277188070831791,1980-1989
Jamaica,1981,Homme,5-14 ans,0,292442,0,1980-1989
Jamaica,1981,Homme,55-74 ans,0,102251,0,1980-1989
Jamaica,1981,Homme,75+ ans,0,24157,0,1980-1989
Jamaica,1982,Femme,15-24 ans,0,238740,0,1980-1989
Jamaica,1982,Femme,25-34 ans,0,146683,0,1980-1989
Jamaica,1982,Femme,35-54 ans,0,172658,0,1980-1989
Jamaica,1982,Femme,5-14 ans,0,281343,0,1980-1989
Jamaica,1982,Femme,55-74 ans,0,111412,0,1980-1989
Jamaica,1982,Femme,75+ ans,0,34447,0,1980-1989
Jamaica,1982,Homme,15-24 ans,0,237716,0,1980-1989
Jamaica,1982,Homme,25-34 ans,0,140005,0,1980-1989
Jamaica,1982,Homme,35-54 ans,0,162446,0,1980-1989
Jamaica,1982,Homme,5-14 ans,0,291990,0,1980-1989
Jamaica,1982,Homme,55-74 ans,1,102894,0.9718739673839096,1980-1989
Jamaica,1982,Homme,75+ ans,0,25743,0,1980-1989
Jamaica,1983,Femme,15-24 ans,1,249000,0.4016064257028113,1980-1989
Jamaica,1983,Femme,25-34 ans,0,150000,0,1980-1989
Jamaica,1983,Femme,35-54 ans,2,169000,1.183431952662722,1980-1989
Jamaica,1983,Femme,5-14 ans,0,281000,0,1980-1989
Jamaica,1983,Femme,55-74 ans,1,109000,0.9174311926605504,1980-1989
Jamaica,1983,Femme,75+ ans,0,38000,0,1980-1989
Jamaica,1983,Homme,15-24 ans,1,244000,0.4098360655737705,1980-1989
Jamaica,1983,Homme,25-34 ans,0,143000,0,1980-1989
Jamaica,1983,Homme,35-54 ans,1,162000,0.6172839506172839,1980-1989
Jamaica,1983,Homme,5-14 ans,0,291000,0,1980-1989
Jamaica,1983,Homme,55-74 ans,1,102000,0.9803921568627452,1980-1989
Jamaica,1983,Homme,75+ ans,0,27000,0,1980-1989
Jamaica,1984,Femme,15-24 ans,0,276700,0,1980-1989
Jamaica,1984,Femme,25-34 ans,0,169400,0,1980-1989
Jamaica,1984,Femme,35-54 ans,1,158500,0.6309148264984227,1980-1989
Jamaica,1984,Femme,5-14 ans,0,264900,0,1980-1989
Jamaica,1984,Femme,55-74 ans,0,114200,0,1980-1989
Jamaica,1984,Femme,75+ ans,0,29600,0,1980-1989
Jamaica,1984,Homme,15-24 ans,0,283500,0,1980-1989
Jamaica,1984,Homme,25-34 ans,2,167400,1.1947431302270013,1980-1989
Jamaica,1984,Homme,35-54 ans,0,138900,0,1980-1989
Jamaica,1984,Homme,5-14 ans,0,276700,0,1980-1989
Jamaica,1984,Homme,55-74 ans,1,98400,1.016260162601626,1980-1989
Jamaica,1984,Homme,75+ ans,0,21700,0,1980-1989
Jamaica,1985,Femme,15-24 ans,0,263000,0,1980-1989
Jamaica,1985,Femme,25-34 ans,0,164000,0,1980-1989
Jamaica,1985,Femme,35-54 ans,1,176000,0.5681818181818181,1980-1989
Jamaica,1985,Femme,5-14 ans,0,279000,0,1980-1989
Jamaica,1985,Femme,55-74 ans,0,110000,0,1980-1989
Jamaica,1985,Femme,75+ ans,1,38000,2.6315789473684212,1980-1989
Jamaica,1985,Homme,15-24 ans,3,259000,1.1583011583011582,1980-1989
Jamaica,1985,Homme,25-34 ans,1,156000,0.641025641025641,1980-1989
Jamaica,1985,Homme,35-54 ans,1,169000,0.591715976331361,1980-1989
Jamaica,1985,Homme,5-14 ans,0,291000,0,1980-1989
Jamaica,1985,Homme,55-74 ans,0,101000,0,1980-1989
Jamaica,1985,Homme,75+ ans,1,29000,3.4482758620689657,1980-1989
Jamaica,1986,Femme,15-24 ans,0,255762,0,1980-1989
Jamaica,1986,Femme,25-34 ans,0,170678,0,1980-1989
Jamaica,1986,Femme,35-54 ans,0,184127,0,1980-1989
Jamaica,1986,Femme,5-14 ans,0,272073,0,1980-1989
Jamaica,1986,Femme,55-74 ans,0,114989,0,1980-1989
Jamaica,1986,Femme,75+ ans,0,40712,0,1980-1989
Jamaica,1986,Homme,15-24 ans,0,256512,0,1980-1989
Jamaica,1986,Homme,25-34 ans,0,164654,0,1980-1989
Jamaica,1986,Homme,35-54 ans,1,175544,0.5696577496240258,1980-1989
Jamaica,1986,Homme,5-14 ans,0,281022,0,1980-1989
Jamaica,1986,Homme,55-74 ans,0,105230,0,1980-1989
Jamaica,1986,Homme,75+ ans,0,31228,0,1980-1989
Jamaica,1987,Femme,15-24 ans,0,255517,0,1980-1989
Jamaica,1987,Femme,25-34 ans,1,177282,0.5640730587425683,1980-1989
Jamaica,1987,Femme,35-54 ans,1,187389,0.5336492536915187,1980-1989
Jamaica,1987,Femme,5-14 ans,1,270343,0.3699004597862715,1980-1989
Jamaica,1987,Femme,55-74 ans,0,116815,0,1980-1989
Jamaica,1987,Femme,75+ ans,0,41941,0,1980-1989
Jamaica,1987,Homme,15-24 ans,5,255648,1.9558142445863063,1980-1989
Jamaica,1987,Homme,25-34 ans,1,170248,0.5873784126685776,1980-1989
Jamaica,1987,Homme,35-54 ans,0,179252,0,1980-1989
Jamaica,1987,Homme,5-14 ans,0,277969,0,1980-1989
Jamaica,1987,Homme,55-74 ans,4,106214,3.7659818856271303,1980-1989
Jamaica,1987,Homme,75+ ans,0,32142,0,1980-1989
Jamaica,1988,Femme,15-24 ans,0,254647,0,1980-1989
Jamaica,1988,Femme,25-34 ans,1,183521,0.5448967693070548,1980-1989
Jamaica,1988,Femme,35-54 ans,0,191119,0,1980-1989
Jamaica,1988,Femme,5-14 ans,0,270202,0,1980-1989
Jamaica,1988,Femme,55-74 ans,0,118738,0,1980-1989
Jamaica,1988,Femme,75+ ans,1,43076,2.3214783173925153,1980-1989
Jamaica,1988,Homme,15-24 ans,2,254088,0.7871288687383898,1980-1989
Jamaica,1988,Homme,25-34 ans,0,175163,0,1980-1989
Jamaica,1988,Homme,35-54 ans,1,183306,0.5455358798948207,1980-1989
Jamaica,1988,Homme,5-14 ans,0,276524,0,1980-1989
Jamaica,1988,Homme,55-74 ans,0,107366,0,1980-1989
Jamaica,1988,Homme,75+ ans,0,32853,0,1980-1989
Jamaica,1989,Femme,15-24 ans,0,253081,0,1980-1989
Jamaica,1989,Femme,25-34 ans,0,188945,0,1980-1989
Jamaica,1989,Femme,35-54 ans,0,195416,0,1980-1989
Jamaica,1989,Femme,5-14 ans,0,271221,0,1980-1989
Jamaica,1989,Femme,55-74 ans,0,120614,0,1980-1989
Jamaica,1989,Femme,75+ ans,0,44116,0,1980-1989
Jamaica,1989,Homme,15-24 ans,0,251905,0,1980-1989
Jamaica,1989,Homme,25-34 ans,0,179236,0,1980-1989
Jamaica,1989,Homme,35-54 ans,0,187930,0,1980-1989
Jamaica,1989,Homme,5-14 ans,0,276496,0,1980-1989
Jamaica,1989,Homme,55-74 ans,0,108715,0,1980-1989
Jamaica,1989,Homme,75+ ans,0,33364,0,1980-1989
Jamaica,1990,Femme,15-24 ans,0,251027,0,1990-1999
Jamaica,1990,Femme,25-34 ans,0,193286,0,1990-1999
Jamaica,1990,Femme,35-54 ans,0,200357,0,1990-1999
Jamaica,1990,Femme,5-14 ans,0,272608,0,1990-1999
Jamaica,1990,Femme,55-74 ans,0,122353,0,1990-1999
Jamaica,1990,Femme,75+ ans,0,45109,0,1990-1999
Jamaica,1990,Homme,15-24 ans,2,249414,0.8018796057959858,1990-1999
Jamaica,1990,Homme,25-34 ans,0,182411,0,1990-1999
Jamaica,1990,Homme,35-54 ans,1,193270,0.5174108759766131,1990-1999
Jamaica,1990,Homme,5-14 ans,0,277197,0,1990-1999
Jamaica,1990,Homme,55-74 ans,0,110297,0,1990-1999
Jamaica,1990,Homme,75+ ans,0,33712,0,1990-1999
Jamaica,1991,Femme,15-24 ans,0,250172,0,1990-1999
Jamaica,1991,Femme,25-34 ans,0,198469,0,1990-1999
Jamaica,1991,Femme,35-54 ans,0,206513,0,1990-1999
Jamaica,1991,Femme,5-14 ans,0,273692,0,1990-1999
Jamaica,1991,Femme,55-74 ans,0,122107,0,1990-1999
Jamaica,1991,Femme,75+ ans,0,46188,0,1990-1999
Jamaica,1991,Homme,15-24 ans,0,248267,0,1990-1999
Jamaica,1991,Homme,25-34 ans,0,186878,0,1990-1999
Jamaica,1991,Homme,35-54 ans,0,199165,0,1990-1999
Jamaica,1991,Homme,5-14 ans,0,277834,0,1990-1999
Jamaica,1991,Homme,55-74 ans,1,111020,0.9007386056566384,1990-1999
Jamaica,1991,Homme,75+ ans,0,34530,0,1990-1999
Jamaica,2000,Femme,15-24 ans,0,240410,0,2000-2009
Jamaica,2000,Femme,25-34 ans,0,216103,0,2000-2009
Jamaica,2000,Femme,35-54 ans,0,274223,0,2000-2009
Jamaica,2000,Femme,5-14 ans,0,278234,0,2000-2009
Jamaica,2000,Femme,55-74 ans,0,135178,0,2000-2009
Jamaica,2000,Femme,75+ ans,0,51452,0,2000-2009
Jamaica,2000,Homme,15-24 ans,1,237231,0.4215300698475326,2000-2009
Jamaica,2000,Homme,25-34 ans,0,207719,0,2000-2009
Jamaica,2000,Homme,35-54 ans,2,271965,0.7353887448752596,2000-2009
Jamaica,2000,Homme,5-14 ans,0,286276,0,2000-2009
Jamaica,2000,Homme,55-74 ans,0,127971,0,2000-2009
Jamaica,2000,Homme,75+ ans,0,41079,0,2000-2009
Jamaica,2001,Femme,15-24 ans,1,240991,0.4149532555157661,2000-2009
Jamaica,2001,Femme,25-34 ans,0,214639,0,2000-2009
Jamaica,2001,Femme,35-54 ans,0,285588,0,2000-2009
Jamaica,2001,Femme,5-14 ans,0,277198,0,2000-2009
Jamaica,2001,Femme,55-74 ans,0,136886,0,2000-2009
Jamaica,2001,Femme,75+ ans,0,52415,0,2000-2009
Jamaica,2001,Homme,15-24 ans,0,238547,0,2000-2009
Jamaica,2001,Homme,25-34 ans,1,205954,0.48554531594433703,2000-2009
Jamaica,2001,Homme,35-54 ans,1,279041,0.35837027533588256,2000-2009
Jamaica,2001,Homme,5-14 ans,0,288148,0,2000-2009
Jamaica,2001,Homme,55-74 ans,2,129633,1.5428170296143728,2000-2009
Jamaica,2001,Homme,75+ ans,0,42238,0,2000-2009
Jamaica,2002,Femme,15-24 ans,0,242077,0,2000-2009
Jamaica,2002,Femme,25-34 ans,0,212410,0,2000-2009
Jamaica,2002,Femme,35-54 ans,0,297434,0,2000-2009
Jamaica,2002,Femme,5-14 ans,0,276937,0,2000-2009
Jamaica,2002,Femme,55-74 ans,0,138797,0,2000-2009
Jamaica,2002,Femme,75+ ans,0,53489,0,2000-2009
Jamaica,2002,Homme,15-24 ans,0,240844,0,2000-2009
Jamaica,2002,Homme,25-34 ans,0,203341,0,2000-2009
Jamaica,2002,Homme,35-54 ans,2,286010,0.6992762490821999,2000-2009
Jamaica,2002,Homme,5-14 ans,0,289686,0,2000-2009
Jamaica,2002,Homme,55-74 ans,0,131362,0,2000-2009
Jamaica,2002,Homme,75+ ans,0,43330,0,2000-2009
Jamaica,2003,Femme,15-24 ans,1,243223,0.4111453275389252,2000-2009
Jamaica,2003,Femme,25-34 ans,0,209698,0,2000-2009
Jamaica,2003,Femme,35-54 ans,0,309548,0,2000-2009
Jamaica,2003,Femme,5-14 ans,0,277205,0,2000-2009
Jamaica,2003,Femme,55-74 ans,0,140822,0,2000-2009
Jamaica,2003,Femme,75+ ans,0,54594,0,2000-2009
Jamaica,2003,Homme,15-24 ans,0,244000,0,2000-2009
Jamaica,2003,Homme,25-34 ans,1,200397,0.49900946620957404,2000-2009
Jamaica,2003,Homme,35-54 ans,0,292770,0,2000-2009
Jamaica,2003,Homme,5-14 ans,0,290641,0,2000-2009
Jamaica,2003,Homme,55-74 ans,0,133220,0,2000-2009
Jamaica,2003,Homme,75+ ans,0,44308,0,2000-2009
Jamaica,2004,Femme,15-24 ans,0,244042,0,2000-2009
Jamaica,2004,Femme,25-34 ans,0,206906,0,2000-2009
Jamaica,2004,Femme,35-54 ans,0,321246,0,2000-2009
Jamaica,2004,Femme,5-14 ans,0,277514,0,2000-2009
Jamaica,2004,Femme,55-74 ans,0,143063,0,2000-2009
Jamaica,2004,Femme,75+ ans,0,55661,0,2000-2009
Jamaica,2004,Homme,15-24 ans,0,247730,0,2000-2009
Jamaica,2004,Homme,25-34 ans,0,197663,0,2000-2009
Jamaica,2004,Homme,35-54 ans,0,299008,0,2000-2009
Jamaica,2004,Homme,5-14 ans,0,290970,0,2000-2009
Jamaica,2004,Homme,55-74 ans,1,135519,0.7379039101528199,2000-2009
Jamaica,2004,Homme,75+ ans,0,45086,0,2000-2009
Jamaica,2005,Femme,15-24 ans,1,244537,0.4089360710240168,2000-2009
Jamaica,2005,Femme,25-34 ans,1,204405,0.4892248232675326,2000-2009
Jamaica,2005,Femme,35-54 ans,5,331681,1.5074725413876586,2000-2009
Jamaica,2005,Femme,5-14 ans,1,277318,0.36059685992254376,2000-2009
Jamaica,2005,Femme,55-74 ans,0,145843,0,2000-2009
Jamaica,2005,Femme,75+ ans,0,56690,0,2000-2009
Jamaica,2005,Homme,15-24 ans,6,251882,2.3820677936494072,2000-2009
Jamaica,2005,Homme,25-34 ans,13,195464,6.6508410755944825,2000-2009
